1 Platforms found
1 Devices found
Max workgroup size is 1024
2223 + 1873 = 4096
2224 + 1872 = 4096
2225 + 1871 = 4096
2226 + 1870 = 4096
2227 + 1869 = 4096
2228 + 1868 = 4096
2229 + 1867 = 4096
2230 + 1866 = 4096
2231 + 1865 = 4096
2232 + 1864 = 4096
2233 + 1863 = 4096
2234 + 1862 = 4096
2235 + 1861 = 4096
2236 + 1860 = 4096
2237 + 1859 = 4096
2238 + 1858 = 4096
2239 + 1857 = 4096
2240 + 1856 = 4096
2241 + 1855 = 4096
2242 + 1854 = 4096
2243 + 1853 = 4096
2244 + 1852 = 4096
2245 + 1851 = 4096
2246 + 1850 = 4096
2247 + 1849 = 4096
2248 + 1848 = 4096
2249 + 1847 = 4096
2250 + 1846 = 4096
2251 + 1845 = 4096
2252 + 1844 = 4096
2253 + 1843 = 4096
2254 + 1842 = 4096
2255 + 1841 = 4096
2256 + 1840 = 4096
2257 + 1839 = 4096
2258 + 1838 = 4096
2259 + 1837 = 4096
2260 + 1836 = 4096
2261 + 1835 = 4096
2262 + 1834 = 4096
2263 + 1833 = 4096
2264 + 1832 = 4096
2265 + 1831 = 4096
2266 + 1830 = 4096
2267 + 1829 = 4096
2268 + 1828 = 4096
2269 + 1827 = 4096
2270 + 1826 = 4096
2271 + 1825 = 4096
2272 + 1824 = 4096
2273 + 1823 = 4096
2274 + 1822 = 4096
2275 + 1821 = 4096
2276 + 1820 = 4096
2277 + 1819 = 4096
2278 + 1818 = 4096
2279 + 1817 = 4096
2280 + 1816 = 4096
2281 + 1815 = 4096
2282 + 1814 = 4096
2283 + 1813 = 4096
2284 + 1812 = 4096
2285 + 1811 = 4096
2286 + 1810 = 4096
2287 + 1809 = 4096
2288 + 1808 = 4096
2289 + 1807 = 4096
2290 + 1806 = 4096
2291 + 1805 = 4096
2292 + 1804 = 4096
2293 + 1803 = 4096
2294 + 1802 = 4096
2295 + 1801 = 4096
2296 + 1800 = 4096
2297 + 1799 = 4096
2298 + 1798 = 4096
2299 + 1797 = 4096
2300 + 1796 = 4096
2301 + 1795 = 4096
2302 + 1794 = 4096
2303 + 1793 = 4096
2304 + 1792 = 4096
2305 + 1791 = 4096
2306 + 1790 = 4096
2307 + 1789 = 4096
2308 + 1788 = 4096
2309 + 1787 = 4096
2310 + 1786 = 4096
2311 + 1785 = 4096
2312 + 1784 = 4096
2313 + 1783 = 4096
2314 + 1782 = 4096
2315 + 1781 = 4096
2316 + 1780 = 4096
2317 + 1779 = 4096
2318 + 1778 = 4096
2319 + 1777 = 4096
2320 + 1776 = 4096
2321 + 1775 = 4096
2322 + 1774 = 4096
2323 + 1773 = 4096
2324 + 1772 = 4096
2325 + 1771 = 4096
2326 + 1770 = 4096
2327 + 1769 = 4096
2328 + 1768 = 4096
2329 + 1767 = 4096
2330 + 1766 = 4096
2331 + 1765 = 4096
2332 + 1764 = 4096
2333 + 1763 = 4096
2334 + 1762 = 4096
2335 + 1761 = 4096
2336 + 1760 = 4096
2337 + 1759 = 4096
2338 + 1758 = 4096
2339 + 1757 = 4096
2340 + 1756 = 4096
2341 + 1755 = 4096
2342 + 1754 = 4096
2343 + 1753 = 4096
2344 + 1752 = 4096
2345 + 1751 = 4096
2346 + 1750 = 4096
2347 + 1749 = 4096
2348 + 1748 = 4096
2349 + 1747 = 4096
2350 + 1746 = 4096
2351 + 1745 = 4096
2352 + 1744 = 4096
2353 + 1743 = 4096
2354 + 1742 = 4096
2355 + 1741 = 4096
2356 + 1740 = 4096
2357 + 1739 = 4096
2358 + 1738 = 4096
2359 + 1737 = 4096
2360 + 1736 = 4096
2361 + 1735 = 4096
2362 + 1734 = 4096
2363 + 1733 = 4096
2364 + 1732 = 4096
2365 + 1731 = 4096
2366 + 1730 = 4096
2367 + 1729 = 4096
2368 + 1728 = 4096
2369 + 1727 = 4096
2370 + 1726 = 4096
2371 + 1725 = 4096
2372 + 1724 = 4096
2373 + 1723 = 4096
2374 + 1722 = 4096
2375 + 1721 = 4096
2376 + 1720 = 4096
2377 + 1719 = 4096
2378 + 1718 = 4096
2379 + 1717 = 4096
2380 + 1716 = 4096
2381 + 1715 = 4096
2382 + 1714 = 4096
2383 + 1713 = 4096
2384 + 1712 = 4096
2385 + 1711 = 4096
2386 + 1710 = 4096
2387 + 1709 = 4096
2388 + 1708 = 4096
2389 + 1707 = 4096
2390 + 1706 = 4096
2391 + 1705 = 4096
2392 + 1704 = 4096
2393 + 1703 = 4096
2394 + 1702 = 4096
2395 + 1701 = 4096
2396 + 1700 = 4096
2397 + 1699 = 4096
2398 + 1698 = 4096
2399 + 1697 = 4096
2400 + 1696 = 4096
2401 + 1695 = 4096
2402 + 1694 = 4096
2403 + 1693 = 4096
2404 + 1692 = 4096
2405 + 1691 = 4096
2406 + 1690 = 4096
2407 + 1689 = 4096
2408 + 1688 = 4096
2409 + 1687 = 4096
2410 + 1686 = 4096
2411 + 1685 = 4096
2412 + 1684 = 4096
2413 + 1683 = 4096
2414 + 1682 = 4096
2415 + 1681 = 4096
2416 + 1680 = 4096
2417 + 1679 = 4096
2418 + 1678 = 4096
2419 + 1677 = 4096
2420 + 1676 = 4096
2421 + 1675 = 4096
2422 + 1674 = 4096
2423 + 1673 = 4096
2424 + 1672 = 4096
2425 + 1671 = 4096
2426 + 1670 = 4096
2427 + 1669 = 4096
2428 + 1668 = 4096
2429 + 1667 = 4096
2430 + 1666 = 4096
2431 + 1665 = 4096
2432 + 1664 = 4096
2433 + 1663 = 4096
2434 + 1662 = 4096
2435 + 1661 = 4096
2436 + 1660 = 4096
2437 + 1659 = 4096
2438 + 1658 = 4096
2439 + 1657 = 4096
2440 + 1656 = 4096
2441 + 1655 = 4096
2442 + 1654 = 4096
2443 + 1653 = 4096
2444 + 1652 = 4096
2445 + 1651 = 4096
2446 + 1650 = 4096
2447 + 1649 = 4096
2448 + 1648 = 4096
2449 + 1647 = 4096
2450 + 1646 = 4096
2451 + 1645 = 4096
2452 + 1644 = 4096
2453 + 1643 = 4096
2454 + 1642 = 4096
2455 + 1641 = 4096
2456 + 1640 = 4096
2457 + 1639 = 4096
2458 + 1638 = 4096
2459 + 1637 = 4096
2460 + 1636 = 4096
2461 + 1635 = 4096
2462 + 1634 = 4096
2463 + 1633 = 4096
2464 + 1632 = 4096
2465 + 1631 = 4096
2466 + 1630 = 4096
2467 + 1629 = 4096
2468 + 1628 = 4096
2469 + 1627 = 4096
2470 + 1626 = 4096
2471 + 1625 = 4096
2472 + 1624 = 4096
2473 + 1623 = 4096
2474 + 1622 = 4096
2475 + 1621 = 4096
2476 + 1620 = 4096
2477 + 1619 = 4096
2478 + 1618 = 4096
2479 + 1617 = 4096
2480 + 1616 = 4096
2481 + 1615 = 4096
2482 + 1614 = 4096
2483 + 1613 = 4096
2484 + 1612 = 4096
2485 + 1611 = 4096
2486 + 1610 = 4096
2487 + 1609 = 4096
2488 + 1608 = 4096
2489 + 1607 = 4096
2490 + 1606 = 4096
2491 + 1605 = 4096
2492 + 1604 = 4096
2493 + 1603 = 4096
2494 + 1602 = 4096
2495 + 1601 = 4096
2496 + 1600 = 4096
2497 + 1599 = 4096
2498 + 1598 = 4096
2499 + 1597 = 4096
2500 + 1596 = 4096
2501 + 1595 = 4096
2502 + 1594 = 4096
2503 + 1593 = 4096
2504 + 1592 = 4096
2505 + 1591 = 4096
2506 + 1590 = 4096
2507 + 1589 = 4096
2508 + 1588 = 4096
2509 + 1587 = 4096
2510 + 1586 = 4096
2511 + 1585 = 4096
2512 + 1584 = 4096
2513 + 1583 = 4096
2514 + 1582 = 4096
2515 + 1581 = 4096
2516 + 1580 = 4096
2517 + 1579 = 4096
2518 + 1578 = 4096
2519 + 1577 = 4096
2520 + 1576 = 4096
2521 + 1575 = 4096
2522 + 1574 = 4096
2523 + 1573 = 4096
2524 + 1572 = 4096
2525 + 1571 = 4096
2526 + 1570 = 4096
2527 + 1569 = 4096
2528 + 1568 = 4096
2529 + 1567 = 4096
2530 + 1566 = 4096
2531 + 1565 = 4096
2532 + 1564 = 4096
2533 + 1563 = 4096
2534 + 1562 = 4096
2535 + 1561 = 4096
2536 + 1560 = 4096
2537 + 1559 = 4096
2538 + 1558 = 4096
2539 + 1557 = 4096
2540 + 1556 = 4096
2541 + 1555 = 4096
2542 + 1554 = 4096
2543 + 1553 = 4096
2544 + 1552 = 4096
2545 + 1551 = 4096
2546 + 1550 = 4096
2547 + 1549 = 4096
2548 + 1548 = 4096
2549 + 1547 = 4096
2550 + 1546 = 4096
2551 + 1545 = 4096
2552 + 1544 = 4096
2553 + 1543 = 4096
2554 + 1542 = 4096
2555 + 1541 = 4096
2556 + 1540 = 4096
2557 + 1539 = 4096
2558 + 1538 = 4096
2559 + 1537 = 4096
2560 + 1536 = 4096
2561 + 1535 = 4096
2562 + 1534 = 4096
2563 + 1533 = 4096
2564 + 1532 = 4096
2565 + 1531 = 4096
2566 + 1530 = 4096
2567 + 1529 = 4096
2568 + 1528 = 4096
2569 + 1527 = 4096
2570 + 1526 = 4096
2571 + 1525 = 4096
2572 + 1524 = 4096
2573 + 1523 = 4096
2574 + 1522 = 4096
2575 + 1521 = 4096
2576 + 1520 = 4096
2577 + 1519 = 4096
2578 + 1518 = 4096
2579 + 1517 = 4096
2580 + 1516 = 4096
2581 + 1515 = 4096
2582 + 1514 = 4096
2583 + 1513 = 4096
2584 + 1512 = 4096
2585 + 1511 = 4096
2586 + 1510 = 4096
2587 + 1509 = 4096
2588 + 1508 = 4096
2589 + 1507 = 4096
2590 + 1506 = 4096
2591 + 1505 = 4096
2592 + 1504 = 4096
2593 + 1503 = 4096
2594 + 1502 = 4096
2595 + 1501 = 4096
2596 + 1500 = 4096
2597 + 1499 = 4096
2598 + 1498 = 4096
2599 + 1497 = 4096
2600 + 1496 = 4096
2601 + 1495 = 4096
2602 + 1494 = 4096
2603 + 1493 = 4096
2604 + 1492 = 4096
2605 + 1491 = 4096
2606 + 1490 = 4096
2607 + 1489 = 4096
2608 + 1488 = 4096
2609 + 1487 = 4096
2610 + 1486 = 4096
2611 + 1485 = 4096
2612 + 1484 = 4096
2613 + 1483 = 4096
2614 + 1482 = 4096
2615 + 1481 = 4096
2616 + 1480 = 4096
2617 + 1479 = 4096
2618 + 1478 = 4096
2619 + 1477 = 4096
2620 + 1476 = 4096
2621 + 1475 = 4096
2622 + 1474 = 4096
2623 + 1473 = 4096
2624 + 1472 = 4096
2625 + 1471 = 4096
2626 + 1470 = 4096
2627 + 1469 = 4096
2628 + 1468 = 4096
2629 + 1467 = 4096
2630 + 1466 = 4096
2631 + 1465 = 4096
2632 + 1464 = 4096
2633 + 1463 = 4096
2634 + 1462 = 4096
2635 + 1461 = 4096
2636 + 1460 = 4096
2637 + 1459 = 4096
2638 + 1458 = 4096
2639 + 1457 = 4096
2640 + 1456 = 4096
2641 + 1455 = 4096
2642 + 1454 = 4096
2643 + 1453 = 4096
2644 + 1452 = 4096
2645 + 1451 = 4096
2646 + 1450 = 4096
2647 + 1449 = 4096
2648 + 1448 = 4096
2649 + 1447 = 4096
2650 + 1446 = 4096
2651 + 1445 = 4096
2652 + 1444 = 4096
2653 + 1443 = 4096
2654 + 1442 = 4096
2655 + 1441 = 4096
2656 + 1440 = 4096
2657 + 1439 = 4096
2658 + 1438 = 4096
2659 + 1437 = 4096
2660 + 1436 = 4096
2661 + 1435 = 4096
2662 + 1434 = 4096
2663 + 1433 = 4096
2664 + 1432 = 4096
2665 + 1431 = 4096
2666 + 1430 = 4096
2667 + 1429 = 4096
2668 + 1428 = 4096
2669 + 1427 = 4096
2670 + 1426 = 4096
2671 + 1425 = 4096
2672 + 1424 = 4096
2673 + 1423 = 4096
2674 + 1422 = 4096
2675 + 1421 = 4096
2676 + 1420 = 4096
2677 + 1419 = 4096
2678 + 1418 = 4096
2679 + 1417 = 4096
2680 + 1416 = 4096
2681 + 1415 = 4096
2682 + 1414 = 4096
2683 + 1413 = 4096
2684 + 1412 = 4096
2685 + 1411 = 4096
2686 + 1410 = 4096
2687 + 1409 = 4096
2688 + 1408 = 4096
2689 + 1407 = 4096
2690 + 1406 = 4096
2691 + 1405 = 4096
2692 + 1404 = 4096
2693 + 1403 = 4096
2694 + 1402 = 4096
2695 + 1401 = 4096
2696 + 1400 = 4096
2697 + 1399 = 4096
2698 + 1398 = 4096
2699 + 1397 = 4096
2700 + 1396 = 4096
2701 + 1395 = 4096
2702 + 1394 = 4096
2703 + 1393 = 4096
2704 + 1392 = 4096
2705 + 1391 = 4096
2706 + 1390 = 4096
2707 + 1389 = 4096
2708 + 1388 = 4096
2709 + 1387 = 4096
2710 + 1386 = 4096
2711 + 1385 = 4096
2712 + 1384 = 4096
2713 + 1383 = 4096
2714 + 1382 = 4096
2715 + 1381 = 4096
2716 + 1380 = 4096
2717 + 1379 = 4096
2718 + 1378 = 4096
2719 + 1377 = 4096
2720 + 1376 = 4096
2721 + 1375 = 4096
2722 + 1374 = 4096
2723 + 1373 = 4096
2724 + 1372 = 4096
2725 + 1371 = 4096
2726 + 1370 = 4096
2727 + 1369 = 4096
2728 + 1368 = 4096
2729 + 1367 = 4096
2730 + 1366 = 4096
2731 + 1365 = 4096
2732 + 1364 = 4096
2733 + 1363 = 4096
2734 + 1362 = 4096
2735 + 1361 = 4096
2736 + 1360 = 4096
2737 + 1359 = 4096
2738 + 1358 = 4096
2739 + 1357 = 4096
2740 + 1356 = 4096
2741 + 1355 = 4096
2742 + 1354 = 4096
2743 + 1353 = 4096
2744 + 1352 = 4096
2745 + 1351 = 4096
2746 + 1350 = 4096
2747 + 1349 = 4096
2748 + 1348 = 4096
2749 + 1347 = 4096
2750 + 1346 = 4096
2751 + 1345 = 4096
2752 + 1344 = 4096
2753 + 1343 = 4096
2754 + 1342 = 4096
2755 + 1341 = 4096
2756 + 1340 = 4096
2757 + 1339 = 4096
2758 + 1338 = 4096
2759 + 1337 = 4096
2760 + 1336 = 4096
2761 + 1335 = 4096
2762 + 1334 = 4096
2763 + 1333 = 4096
2764 + 1332 = 4096
2765 + 1331 = 4096
2766 + 1330 = 4096
2767 + 1329 = 4096
2768 + 1328 = 4096
2769 + 1327 = 4096
2770 + 1326 = 4096
2771 + 1325 = 4096
2772 + 1324 = 4096
2773 + 1323 = 4096
2774 + 1322 = 4096
2775 + 1321 = 4096
2776 + 1320 = 4096
2777 + 1319 = 4096
2778 + 1318 = 4096
2779 + 1317 = 4096
2780 + 1316 = 4096
2781 + 1315 = 4096
2782 + 1314 = 4096
2783 + 1313 = 4096
2784 + 1312 = 4096
2785 + 1311 = 4096
2786 + 1310 = 4096
2787 + 1309 = 4096
2788 + 1308 = 4096
2789 + 1307 = 4096
2790 + 1306 = 4096
2791 + 1305 = 4096
2792 + 1304 = 4096
2793 + 1303 = 4096
2794 + 1302 = 4096
2795 + 1301 = 4096
2796 + 1300 = 4096
2797 + 1299 = 4096
2798 + 1298 = 4096
2799 + 1297 = 4096
2800 + 1296 = 4096
2801 + 1295 = 4096
2802 + 1294 = 4096
2803 + 1293 = 4096
2804 + 1292 = 4096
2805 + 1291 = 4096
2806 + 1290 = 4096
2807 + 1289 = 4096
2808 + 1288 = 4096
2809 + 1287 = 4096
2810 + 1286 = 4096
2811 + 1285 = 4096
2812 + 1284 = 4096
2813 + 1283 = 4096
2814 + 1282 = 4096
2815 + 1281 = 4096
2816 + 1280 = 4096
2817 + 1279 = 4096
2818 + 1278 = 4096
2819 + 1277 = 4096
2820 + 1276 = 4096
2821 + 1275 = 4096
2822 + 1274 = 4096
2823 + 1273 = 4096
2824 + 1272 = 4096
2825 + 1271 = 4096
2826 + 1270 = 4096
2827 + 1269 = 4096
2828 + 1268 = 4096
2829 + 1267 = 4096
2830 + 1266 = 4096
2831 + 1265 = 4096
2832 + 1264 = 4096
2833 + 1263 = 4096
2834 + 1262 = 4096
2835 + 1261 = 4096
2836 + 1260 = 4096
2837 + 1259 = 4096
2838 + 1258 = 4096
2839 + 1257 = 4096
2840 + 1256 = 4096
2841 + 1255 = 4096
2842 + 1254 = 4096
2843 + 1253 = 4096
2844 + 1252 = 4096
2845 + 1251 = 4096
2846 + 1250 = 4096
2847 + 1249 = 4096
2848 + 1248 = 4096
2849 + 1247 = 4096
2850 + 1246 = 4096
2851 + 1245 = 4096
2852 + 1244 = 4096
2853 + 1243 = 4096
2854 + 1242 = 4096
2855 + 1241 = 4096
2856 + 1240 = 4096
2857 + 1239 = 4096
2858 + 1238 = 4096
2859 + 1237 = 4096
2860 + 1236 = 4096
2861 + 1235 = 4096
2862 + 1234 = 4096
2863 + 1233 = 4096
2864 + 1232 = 4096
2865 + 1231 = 4096
2866 + 1230 = 4096
2867 + 1229 = 4096
2868 + 1228 = 4096
2869 + 1227 = 4096
2870 + 1226 = 4096
2871 + 1225 = 4096
2872 + 1224 = 4096
2873 + 1223 = 4096
2874 + 1222 = 4096
2875 + 1221 = 4096
2876 + 1220 = 4096
2877 + 1219 = 4096
2878 + 1218 = 4096
2879 + 1217 = 4096
2880 + 1216 = 4096
2881 + 1215 = 4096
2882 + 1214 = 4096
2883 + 1213 = 4096
2884 + 1212 = 4096
2885 + 1211 = 4096
2886 + 1210 = 4096
2887 + 1209 = 4096
2888 + 1208 = 4096
2889 + 1207 = 4096
2890 + 1206 = 4096
2891 + 1205 = 4096
2892 + 1204 = 4096
2893 + 1203 = 4096
2894 + 1202 = 4096
2895 + 1201 = 4096
2896 + 1200 = 4096
2897 + 1199 = 4096
2898 + 1198 = 4096
2899 + 1197 = 4096
2900 + 1196 = 4096
2901 + 1195 = 4096
2902 + 1194 = 4096
2903 + 1193 = 4096
2904 + 1192 = 4096
2905 + 1191 = 4096
2906 + 1190 = 4096
2907 + 1189 = 4096
2908 + 1188 = 4096
2909 + 1187 = 4096
2910 + 1186 = 4096
2911 + 1185 = 4096
2912 + 1184 = 4096
2913 + 1183 = 4096
2914 + 1182 = 4096
2915 + 1181 = 4096
2916 + 1180 = 4096
2917 + 1179 = 4096
2918 + 1178 = 4096
2919 + 1177 = 4096
2920 + 1176 = 4096
2921 + 1175 = 4096
2922 + 1174 = 4096
2923 + 1173 = 4096
2924 + 1172 = 4096
2925 + 1171 = 4096
2926 + 1170 = 4096
2927 + 1169 = 4096
2928 + 1168 = 4096
2929 + 1167 = 4096
2930 + 1166 = 4096
2931 + 1165 = 4096
2932 + 1164 = 4096
2933 + 1163 = 4096
2934 + 1162 = 4096
2935 + 1161 = 4096
2936 + 1160 = 4096
2937 + 1159 = 4096
2938 + 1158 = 4096
2939 + 1157 = 4096
2940 + 1156 = 4096
2941 + 1155 = 4096
2942 + 1154 = 4096
2943 + 1153 = 4096
2944 + 1152 = 4096
2945 + 1151 = 4096
2946 + 1150 = 4096
2947 + 1149 = 4096
2948 + 1148 = 4096
2949 + 1147 = 4096
2950 + 1146 = 4096
2951 + 1145 = 4096
2952 + 1144 = 4096
2953 + 1143 = 4096
2954 + 1142 = 4096
2955 + 1141 = 4096
2956 + 1140 = 4096
2957 + 1139 = 4096
2958 + 1138 = 4096
2959 + 1137 = 4096
2960 + 1136 = 4096
2961 + 1135 = 4096
2962 + 1134 = 4096
2963 + 1133 = 4096
2964 + 1132 = 4096
2965 + 1131 = 4096
2966 + 1130 = 4096
2967 + 1129 = 4096
2968 + 1128 = 4096
2969 + 1127 = 4096
2970 + 1126 = 4096
2971 + 1125 = 4096
2972 + 1124 = 4096
2973 + 1123 = 4096
2974 + 1122 = 4096
2975 + 1121 = 4096
2976 + 1120 = 4096
2977 + 1119 = 4096
2978 + 1118 = 4096
2979 + 1117 = 4096
2980 + 1116 = 4096
2981 + 1115 = 4096
2982 + 1114 = 4096
2983 + 1113 = 4096
2984 + 1112 = 4096
2985 + 1111 = 4096
2986 + 1110 = 4096
2987 + 1109 = 4096
2988 + 1108 = 4096
2989 + 1107 = 4096
2990 + 1106 = 4096
2991 + 1105 = 4096
2992 + 1104 = 4096
2993 + 1103 = 4096
2994 + 1102 = 4096
2995 + 1101 = 4096
2996 + 1100 = 4096
2997 + 1099 = 4096
2998 + 1098 = 4096
2999 + 1097 = 4096
3000 + 1096 = 4096
3001 + 1095 = 4096
3002 + 1094 = 4096
3003 + 1093 = 4096
3004 + 1092 = 4096
3005 + 1091 = 4096
3006 + 1090 = 4096
3007 + 1089 = 4096
3008 + 1088 = 4096
3009 + 1087 = 4096
3010 + 1086 = 4096
3011 + 1085 = 4096
3012 + 1084 = 4096
3013 + 1083 = 4096
3014 + 1082 = 4096
3015 + 1081 = 4096
3016 + 1080 = 4096
3017 + 1079 = 4096
3018 + 1078 = 4096
3019 + 1077 = 4096
3020 + 1076 = 4096
3021 + 1075 = 4096
3022 + 1074 = 4096
3023 + 1073 = 4096
3024 + 1072 = 4096
3025 + 1071 = 4096
3026 + 1070 = 4096
3027 + 1069 = 4096
3028 + 1068 = 4096
3029 + 1067 = 4096
3030 + 1066 = 4096
3031 + 1065 = 4096
3032 + 1064 = 4096
3033 + 1063 = 4096
3034 + 1062 = 4096
3035 + 1061 = 4096
3036 + 1060 = 4096
3037 + 1059 = 4096
3038 + 1058 = 4096
3039 + 1057 = 4096
3040 + 1056 = 4096
3041 + 1055 = 4096
3042 + 1054 = 4096
3043 + 1053 = 4096
3044 + 1052 = 4096
3045 + 1051 = 4096
3046 + 1050 = 4096
3047 + 1049 = 4096
3048 + 1048 = 4096
3049 + 1047 = 4096
3050 + 1046 = 4096
3051 + 1045 = 4096
3052 + 1044 = 4096
3053 + 1043 = 4096
3054 + 1042 = 4096
3055 + 1041 = 4096
3056 + 1040 = 4096
3057 + 1039 = 4096
3058 + 1038 = 4096
3059 + 1037 = 4096
3060 + 1036 = 4096
3061 + 1035 = 4096
3062 + 1034 = 4096
3063 + 1033 = 4096
3064 + 1032 = 4096
3065 + 1031 = 4096
3066 + 1030 = 4096
3067 + 1029 = 4096
3068 + 1028 = 4096
3069 + 1027 = 4096
3070 + 1026 = 4096
3071 + 1025 = 4096
3072 + 1024 = 4096
3073 + 1023 = 4096
3074 + 1022 = 4096
3075 + 1021 = 4096
3076 + 1020 = 4096
3077 + 1019 = 4096
3078 + 1018 = 4096
3079 + 1017 = 4096
3080 + 1016 = 4096
3081 + 1015 = 4096
3082 + 1014 = 4096
3083 + 1013 = 4096
3084 + 1012 = 4096
3085 + 1011 = 4096
3086 + 1010 = 4096
3087 + 1009 = 4096
3088 + 1008 = 4096
3089 + 1007 = 4096
3090 + 1006 = 4096
3091 + 1005 = 4096
3092 + 1004 = 4096
3093 + 1003 = 4096
3094 + 1002 = 4096
3095 + 1001 = 4096
3096 + 1000 = 4096
3097 + 999 = 4096
3098 + 998 = 4096
3099 + 997 = 4096
3100 + 996 = 4096
3101 + 995 = 4096
3102 + 994 = 4096
3103 + 993 = 4096
3104 + 992 = 4096
3105 + 991 = 4096
3106 + 990 = 4096
3107 + 989 = 4096
3108 + 988 = 4096
3109 + 987 = 4096
3110 + 986 = 4096
3111 + 985 = 4096
3112 + 984 = 4096
3113 + 983 = 4096
3114 + 982 = 4096
3115 + 981 = 4096
3116 + 980 = 4096
3117 + 979 = 4096
3118 + 978 = 4096
3119 + 977 = 4096
3120 + 976 = 4096
3121 + 975 = 4096
3122 + 974 = 4096
3123 + 973 = 4096
3124 + 972 = 4096
3125 + 971 = 4096
3126 + 970 = 4096
3127 + 969 = 4096
3128 + 968 = 4096
3129 + 967 = 4096
3130 + 966 = 4096
3131 + 965 = 4096
3132 + 964 = 4096
3133 + 963 = 4096
3134 + 962 = 4096
3135 + 961 = 4096
3136 + 960 = 4096
3137 + 959 = 4096
3138 + 958 = 4096
3139 + 957 = 4096
3140 + 956 = 4096
3141 + 955 = 4096
3142 + 954 = 4096
3143 + 953 = 4096
3144 + 952 = 4096
3145 + 951 = 4096
3146 + 950 = 4096
3147 + 949 = 4096
3148 + 948 = 4096
3149 + 947 = 4096
3150 + 946 = 4096
3151 + 945 = 4096
3152 + 944 = 4096
3153 + 943 = 4096
3154 + 942 = 4096
3155 + 941 = 4096
3156 + 940 = 4096
3157 + 939 = 4096
3158 + 938 = 4096
3159 + 937 = 4096
3160 + 936 = 4096
3161 + 935 = 4096
3162 + 934 = 4096
3163 + 933 = 4096
3164 + 932 = 4096
3165 + 931 = 4096
3166 + 930 = 4096
3167 + 929 = 4096
3168 + 928 = 4096
3169 + 927 = 4096
3170 + 926 = 4096
3171 + 925 = 4096
3172 + 924 = 4096
3173 + 923 = 4096
3174 + 922 = 4096
3175 + 921 = 4096
3176 + 920 = 4096
3177 + 919 = 4096
3178 + 918 = 4096
3179 + 917 = 4096
3180 + 916 = 4096
3181 + 915 = 4096
3182 + 914 = 4096
3183 + 913 = 4096
3184 + 912 = 4096
3185 + 911 = 4096
3186 + 910 = 4096
3187 + 909 = 4096
3188 + 908 = 4096
3189 + 907 = 4096
3190 + 906 = 4096
3191 + 905 = 4096
3192 + 904 = 4096
3193 + 903 = 4096
3194 + 902 = 4096
3195 + 901 = 4096
3196 + 900 = 4096
3197 + 899 = 4096
3198 + 898 = 4096
3199 + 897 = 4096
3200 + 896 = 4096
3201 + 895 = 4096
3202 + 894 = 4096
3203 + 893 = 4096
3204 + 892 = 4096
3205 + 891 = 4096
3206 + 890 = 4096
3207 + 889 = 4096
3208 + 888 = 4096
3209 + 887 = 4096
3210 + 886 = 4096
3211 + 885 = 4096
3212 + 884 = 4096
3213 + 883 = 4096
3214 + 882 = 4096
3215 + 881 = 4096
3216 + 880 = 4096
3217 + 879 = 4096
3218 + 878 = 4096
3219 + 877 = 4096
3220 + 876 = 4096
3221 + 875 = 4096
3222 + 874 = 4096
3223 + 873 = 4096
3224 + 872 = 4096
3225 + 871 = 4096
3226 + 870 = 4096
3227 + 869 = 4096
3228 + 868 = 4096
3229 + 867 = 4096
3230 + 866 = 4096
3231 + 865 = 4096
3232 + 864 = 4096
3233 + 863 = 4096
3234 + 862 = 4096
3235 + 861 = 4096
3236 + 860 = 4096
3237 + 859 = 4096
3238 + 858 = 4096
3239 + 857 = 4096
3240 + 856 = 4096
3241 + 855 = 4096
3242 + 854 = 4096
3243 + 853 = 4096
3244 + 852 = 4096
3245 + 851 = 4096
3246 + 850 = 4096
3247 + 849 = 4096
3248 + 848 = 4096
3249 + 847 = 4096
3250 + 846 = 4096
3251 + 845 = 4096
3252 + 844 = 4096
3253 + 843 = 4096
3254 + 842 = 4096
3255 + 841 = 4096
3256 + 840 = 4096
3257 + 839 = 4096
3258 + 838 = 4096
3259 + 837 = 4096
3260 + 836 = 4096
3261 + 835 = 4096
3262 + 834 = 4096
3263 + 833 = 4096
3264 + 832 = 4096
3265 + 831 = 4096
3266 + 830 = 4096
3267 + 829 = 4096
3268 + 828 = 4096
3269 + 827 = 4096
3270 + 826 = 4096
3271 + 825 = 4096
3272 + 824 = 4096
3273 + 823 = 4096
3274 + 822 = 4096
3275 + 821 = 4096
3276 + 820 = 4096
3277 + 819 = 4096
3278 + 818 = 4096
3279 + 817 = 4096
3280 + 816 = 4096
3281 + 815 = 4096
3282 + 814 = 4096
3283 + 813 = 4096
3284 + 812 = 4096
3285 + 811 = 4096
3286 + 810 = 4096
3287 + 809 = 4096
3288 + 808 = 4096
3289 + 807 = 4096
3290 + 806 = 4096
3291 + 805 = 4096
3292 + 804 = 4096
3293 + 803 = 4096
3294 + 802 = 4096
3295 + 801 = 4096
3296 + 800 = 4096
3297 + 799 = 4096
3298 + 798 = 4096
3299 + 797 = 4096
3300 + 796 = 4096
3301 + 795 = 4096
3302 + 794 = 4096
3303 + 793 = 4096
3304 + 792 = 4096
3305 + 791 = 4096
3306 + 790 = 4096
3307 + 789 = 4096
3308 + 788 = 4096
3309 + 787 = 4096
3310 + 786 = 4096
3311 + 785 = 4096
3312 + 784 = 4096
3313 + 783 = 4096
